,PC-1,PC-2,target
0,1.7110013908872581,0.47663065104082847,3
1,2.178127440496443,-0.21259561740538288,3
2,2.3573452231600123,-0.4369634539231092,3
3,2.224127683660185,-0.27491036539546815,3
4,1.8865763909254214,0.23720237543423522,3
5,1.4748038742832676,1.0496430367989886,3
6,1.2316382193607391,1.4770405766425014,3
7,1.5885304369327002,1.0148608498299214,3
8,1.9172376609492106,0.42470530112364735,3
9,1.9140218866453056,0.5281761874128477,3
10,1.711602140580272,0.8843882539970515,3
11,1.656033856695309,1.060652483893115,3
12,1.452681710267618,1.4343514424446582,3
13,1.1939010681301054,1.7190236922695485,3
14,0.8579769065443524,2.0978676549081934,3
15,0.6272337495507653,2.28782384576927,3
16,0.4474959571916612,2.3257345067313158,3
17,-0.017180811022857373,1.7948946523132616,3
18,-0.11879748695037598,0.8034998229820668,3
19,1.0857352911727796,0.5894156479974556,3
20,1.379879723949642,0.5984627044553862,0
21,1.0206381560212734,1.3879479805752464,3
22,0.6256219690398798,1.855203439146307,3
23,0.4159714312473792,1.7694826020961973,3
24,0.26412240854044544,1.3374455473024214,0
25,-0.6059576925136421,0.5018439849071588,0
26,-1.091891737112199,0.40475621667835293,0
27,-0.8995423326453923,0.02359815499712126,0
28,-1.3331829327656437,-0.4400038090632063,0
29,-1.2800759246361697,-0.2970211494739643,0
30,-0.9652281794342799,-0.22125968069812682,0
31,-0.9409802765950462,0.11283609316021195,0
32,-1.2725007323901252,0.4996345346607058,0
33,-1.675024896876208,0.7220386207129463,0
34,-1.5277582134323926,0.9518389838100241,0
35,-0.9444545657911512,1.5257716639425807,0
36,-0.24167741115835958,1.9915710191943614,0
37,0.14449728596140443,1.9031255598967913,0
38,0.16726106999688017,1.5648194388746586,0
39,0.14168574948107668,1.2491897077655942,0
40,0.328227887093639,1.5344711636791606,0
41,0.3967936968320246,1.843768246243416,0
42,0.35805837275274033,1.6735395661547066,0
43,0.4231413422376383,1.035341366123862,0
44,0.825657179701519,0.7758556767783376,0
45,1.3549803472298818,0.9864260995496144,0
46,1.703216445144382,1.2494445574256519,0
47,1.7467893866942175,1.3966038058074628,0
48,1.9628740425382427,1.0314017061414844,0
49,2.4140217880312007,0.3610309855351138,0
50,2.707434004476098,0.06760458653868798,0
51,2.724337915552687,0.10101718187111584,0
52,2.783089275604362,0.13220783530696978,0
53,2.809331926463796,-0.015613389373302805,0
54,2.89572845173738,-0.1464823385043284,0
55,2.8749687847300365,-0.16739799807291816,0
56,2.846474957228328,-0.15669311820693255,0
57,2.982069891363549,-0.20550659620567321,0
58,3.149108951831551,-0.4466654940935147,0
59,3.284963184827234,-0.7067688964756581,0
60,3.3965423603881097,-1.0099514896852897,0
61,3.554284163816786,-1.2023384994805306,0
62,3.7313881405796785,-1.2987758586729345,0
63,3.781412080047579,-1.3516094365273115,0
64,3.7777830417457947,-1.4462327753321924,0
65,3.3917336332419046,-1.2841961821808687,0
66,1.523886817479521,-0.3063192731385059,0
67,0.40376712959122596,0.08721806606279733,0
68,1.2978253703397915,-0.020912448305196518,0
69,1.064344242940727,0.234392592455442,0
70,-0.06364030764893651,0.5374689456264917,0
71,-0.9168949408428833,0.08605664142288827,15
72,-1.8462223171744208,-0.2977812973817318,15
73,-2.063028200283133,-0.19830754775208292,15
74,-2.0303008044382866,-0.3384610273044781,15
75,-2.1218100286711112,-0.5618636647694392,15
76,-2.070247547327875,-0.6987866067430373,15
77,-1.5362362991036518,-0.5486097337515574,15
78,-1.4073335706114714,-0.16732204667994055,15
79,-2.10765350048854,-0.3164537797049147,15
80,-2.4996011186357494,0.16054839529322043,15
81,-2.5536160946966353,0.001380921038970354,15
82,-2.5372761074902024,0.08152830886905468,15
83,-2.5109079840540462,0.39925124795402805,15
84,-2.513202869649713,0.5131505182372191,15
85,-2.42796168448337,0.4142540203754492,15
86,-2.404251719385665,-0.15432842433018445,15
87,-2.448054349276799,-0.3052706777526883,15
88,-2.4154944289640925,0.056849673152520715,15
89,-2.322418910709354,0.18491026647518954,15
90,-2.387223366689391,0.11638044958670607,15
91,-2.409955312830883,0.34946163712788336,15
92,-2.417705707459335,0.5372890317119563,15
93,-2.2889115962494486,0.8207976211096553,15
94,-2.295537568974208,0.570095128632831,15
95,-1.9119638847171825,0.25894465391976623,0
